,name,lat,lon
7076,Family Dollar,39.0709768,-94.5523333
7077,Family Dollar,39.1062819,-94.5129243
7078,Staples,39.2484469,-94.6616825
7079,Sun Fresh Market,39.2787222,-94.5734108
7080,KMart,39.2229989,-94.6522969
7081,Straub's,38.6269315,-90.4811315
7082,SunFresh,39.0334838,-94.5350842
7083,HY Klas Food,39.565202,-94.4459174
7084,Culinaria,38.6291698,-90.193733
7085,Walmart Supercenter,40.330026,-94.870115
7086,Marsell's Market,38.8366991,-90.4938073
7087,Dierberg's,38.7824553,-90.5342697
7088,Schnuck's,38.7808653,-90.5303321
7089,West Vue Market,38.4322481,-92.8531713
7090,Trader Joe's,38.9712607,-94.6062882
7091,Walmart,36.639,-93.2598
7092,Rhodes Family Price Chopper,36.6397638,-93.2613711
7093,Walmart Supercenter,37.1440903,-93.2579591
7094,Walmart Supercenter,37.1279552,-93.4587997
7095,Price Cutter,37.1263526,-93.4654222
7096,Shetler's Discount Grocery,37.1121102,-92.0981891
7097,Town & Country Supermarket,37.1231143,-92.1035375
7098,ALDI,36.7626018,-90.4115683
7099,Kroger,36.7862562,-90.4289034
7100,Thompson Photography,38.9871371,-94.6062525
7101,Woods,37.6419677,-93.105366
7102,Cosentino's Downtown Market,39.0987093,-94.5830685
7103,Schnucks,38.7898429,-90.3444762
7104,Mosers Grocery,39.0028265,-92.3219141
7105,Save-a-Lot,36.8744311,-89.5790616
7106,ALDI,36.8669854,-89.58176
7107,Food Giant,36.8861583,-89.5806173
7108,Food Giant,36.8797626,-89.5746211
7109,McDonald's,36.7833543,-89.3924146
7110,Dave's Bestway,36.5855518,-89.6101269
7111,Price Cutter,37.3850892,-93.1552437
7112,United Provisions,38.6557544,-90.3011819
7113,Copia Wine Mart and Bodega,38.6313544,-90.1955199
7114,Wizard's Wagon,38.6557785,-90.3042304
7115,The Sundry,39.0924584,-94.5848554
7116,ALDI,38.6659419,-90.6038879
7117,ALDI,38.7664468,-90.7810955
7118,ALDI,38.7719881,-90.4953841
7119,Walmart Supercenter,38.665861,-90.591551
7120,James Henry Provisions,38.6293054,-90.1869749
7121,Dierbergs Warson Woods Market,38.6052848,-90.3807969
7122,Schnucks,38.7723962,-90.2193162
7123,Jeffriesburg Store,38.4404684,-91.0883228
7124,Price Chopper,39.0768323,-94.3826925
7125,Hy-Vee,38.9937098,-94.4696294
7126,99+,38.6662398,-90.2134457
7127,Dollar General,39.3070565,-91.4962706
7128,Patricia's Foods,39.0094647,-94.2012423
7129,ALDI,38.7110777,-93.2754011
7130,Walmart Supercenter,38.8100463,-94.4955887
7131,Sam's Club,38.809367,-94.4909914
7132,Price Chopper,38.8128699,-94.4684179
7133,Price Chopper,38.8157405,-94.5239999
7134,Price Cutter Plus,37.156637,-93.2289958
7135,ALDI,38.5909854,-90.5307148
7136,Harter House,36.609604,-93.235331
7137,Aldi,38.7824132,-93.7368602
7138,Woods Supermarket,38.7477212,-93.7345935
7139,Bi-Lo Country Mart,38.7703371,-93.7302778
7140,Harp's Food Store,36.6995078,-91.400051
7141,Harps Food Store,36.6996593,-91.3998247
7142,ALDI,39.1043486,-94.5631111
7143,El Torito,38.593901,-90.2295777
7144,Festival Foods,39.1731017,-94.5328692
7145,Summer Fresh,37.5021303,-92.8256696
7146,Whole Foods Market,38.6418396,-90.2616155
7147,Price Chopper,39.0796832,-94.4448355
7148,ALDI,38.8115281,-90.8774306
7149,Trader Joe's,38.671909,-90.4364479
7150,ALDI,38.6711993,-90.4425031
7151,John Viviano and Sons,38.6180057,-90.2719568
7152,DiGregorio's Italian Market,38.6166613,-90.2727986
7153,Walmart Supercenter,37.1803214,-93.3528942
7154,Walmart Neighborhood Market,37.2034492,-93.3511153
7155,Walmart Supercenter,37.2488707,-93.3139376
7156,Walmart Supercenter,37.1535773,-93.2989597
7157,Bob's Food Liner,37.2158282,-89.5337536
7158,Dollar General,37.2158838,-89.53429
7159,Harter House,36.6250186,-93.6202873
7160,Walmart Supercenter,37.883896,-90.513307
7161,Hy-Vee,38.9097297,-94.3976302
7162,Price Chopper,39.0062639,-94.2738733
7163,Metro Thriftway,39.0139974,-94.5673348
7164,Save a Lot,38.9732601,-94.5801032
7165,Thriftway,39.1385691,-94.1979879
7166,Mosers,39.1745941,-91.8957845
7167,Clovers Natural Market,38.9483237,-92.3083925
7168,Walmart Supercenter,36.946462,-93.714993
7169,Walmart Supercenter,36.677044,-93.88977
7170,Walmart Supercenter,37.150021,-92.259461
7171,Walmart Supercenter,37.705668,-89.896103
7172,Walmart Supercenter,38.14942,-92.616012
7173,Walmart Supercenter,37.087131,-94.545908
7174,Walmart,39.753883,-92.463896
7175,Walmart Supercenter,37.091992,-93.826056
7176,Walmart Supercenter,38.211942,-90.387955
7177,Walmart Neighborhood Market,39.0582,-94.4137
7178,Walmart Supercenter,38.988635,-90.982017
7179,Walmart Supercenter,37.072928,-94.472782
7180,Walmart Supercenter,38.772401,-90.786605
7181,Walmart Supercenter,36.911771,-93.903147
7182,Walmart Supercenter,37.591722,-93.403975
7183,Walmart Supercenter,38.856959,-94.3781144
7184,Walmart Neighborhood Market,37.063916,-94.533505
7185,Walmart Neighborhood Market,37.143961,-94.513049
7186,Walmart,38.3352206,-92.5838242
7187,Walmart Neighborhood Market,37.082834,-94.496404
7188,Walmart Supercenter,37.001223,-93.22794
7189,Walmart Supercenter,37.7894913,-90.4353609
7190,Walmart Supercenter,38.3531394,-91.4818482
7191,Walmart Supercenter,37.497069,-94.302316
7192,Walmart Supercenter,37.5589096,-90.3197291
7193,Walmart Supercenter,38.462144,-90.521836
7194,Walmart Supercenter,38.58034,-90.328063
7195,Walmart Supercenter,37.0611436,-93.2988772
7196,Walmart Supercenter,37.634119,-91.546043
7197,Walmart Supercenter,37.133514,-94.478333
7198,Walmart Supercenter,38.7939448,-90.7024191
7199,Walmart Supercenter,38.494602,-90.29602
7200,Walmart Supercenter,36.238808,-90.037563
7201,Walmart Supercenter,36.839161,-94.397282
7202,Walmart Supercenter,39.330546,-91.181652
7203,Walmart Supercenter,39.7765306,-93.55634
7204,Walmart Supercenter,38.9837453,-94.4593203
7205,Hong Kong Market,38.9606808,-92.2844901
7206,Aldi,38.9122639,-92.3268377
7207,Lucky's Market,37.1532498,-93.2643493
7208,MJ's Market & Deli,37.1588989,-93.2833809
7209,Price Chopper,38.9034939,-94.3450026
7210,Dierbergs,38.8195468,-90.8751815
7211,Dollar General,38.8110326,-90.4752002
7212,Save-A-Lot,38.810683,-90.8638809
7213,Whole Foods Market,39.034463,-94.5836061
7214,Aldi,37.1321995,-93.4565594
7215,Aldi,38.581187,-90.3242432
7216,Dierberg's,38.5847074,-90.3192387
7217,Grocery Outlet,37.6407025,-91.5344987
7218,Dierberg's,38.7949548,-90.3384398
7219,Ruba's General Store,39.5900314,-91.4061248
7220,Aldi's,39.7223639,-91.3948113
7221,Big Lots,39.7231329,-91.3955421
7222,Dollar Tree,39.7218357,-91.397158
7223,Country Mart,38.7241763,-94.4595985
7224,Save-A-Lot,38.6468139,-90.228683
7225,Save-A-Lot,38.6105664,-90.2796191
7226,Murfins,37.0381076,-93.4656183
7227,Aldi,39.2571037,-94.6504765
7228,C&R Market,39.1411006,-92.6812606
7229,Dierbergs Market 79 Crossing,38.800224,-90.6559815
7230,Walmart Supercenter,38.7449948,-90.5890211
7231,Aldi,38.7438369,-90.5914082
7232,Aldi,38.8009501,-90.6975919
7233,Walmart Neighborhood Market,38.774005,-90.626038
7234,Walmart Neighborhood Market,38.778781,-90.580158
7235,Albertsons,45.7717914,-111.1867709
7236,Town and Country Foods,45.7740109,-111.1842048
7237,Price Rite Food Farm,47.818179,-110.6670967
7238,Albertson's,45.6765278,-111.065195
7239,Albertson's,45.7852541,-108.5929347
7240,Safeway,45.9876129,-112.5065332
7241,Vans Thriftway,46.5991527,-112.0425874
7242,Albertsons,46.8675914,-113.9813562
7243,Northern Village Shopping Center,48.6405825,-112.3404456
7244,Albertsons,47.493165,-111.2694766
7245,Rosauers Supermarket,46.8495548,-114.0375072
7246,Good Earth Market,45.780981,-108.509618
7247,Gary and Leo's Fresh Foods IGA,48.552388,-109.6708815
7248,Harvest Foods,48.0734374,-114.0784091
7249,Super 1 Foods,48.3691705,-114.2097973
7250,Albertsons,48.1997931,-114.3294712
7251,Safeway,45.9977798,-112.5373195
7252,Albertsons,46.8858763,-114.0364027
7253,L & P Grocery,46.2382419,-112.1191971
7254,Safeway,48.399217,-114.336602
7255,Markus Foods,48.4118713,-114.3377871
7256,Super 1 Foods,48.3955844,-114.3327372
7257,Alpine Village Market,48.4237343,-114.3404859
7258,Stage Stop Inn Cafe & General Store,47.0038147,-108.3513109
7259,Picchioni's IGA,46.4495968,-108.5424087
7260,Van Dyke's Food,46.4538272,-108.542481
7261,Van's Iga,46.2659895,-106.6769818
7262,Reynold's Market,46.4132707,-105.833647
7263,Front Street Market,46.6675271,-113.1465519
7264,Albertsons,46.1270182,-112.935243
7265,Safeway,46.132526,-112.9738102
7266,Big T IGA,45.8331687,-109.9545867
7267,Town & Country Foods,45.6524301,-110.5710002
7268,Three Forks Market,45.8901377,-111.5575206
7269,Food Farm,45.8927083,-111.5521056
7270,L & F Market,45.8561701,-111.3327745
7271,Eagle IGA,47.6147916,-111.9814548
7272,Albertson's,48.5316659,-108.7848813
7273,Albertsons,48.3571447,-107.8734131
7274,Pay-N-Save Groceries,48.456861,-107.3439687
7275,Gordon's Warehouse Grocery,48.194689,-106.6310383
7276,Albertsons,48.6405222,-112.3385602
7277,Albertsons,48.5072831,-111.8599978
7278,Paririe Market,48.8847062,-111.9086243
7279,B & W Farm Food Market,48.5124149,-110.9665398
7280,Pamida,48.7745888,-104.5602503
7281,Teeple's IGA,48.556324,-113.0169337
7282,Super 1 Foods,46.5214029,-114.1117263
7283,Cottonwood market,46.5043302,-114.0938599
7284,The Merc Fresh Market,46.3134175,-114.1150688
7285,Albertsons,45.7879041,-108.5084545
7286,Stein's Family Food,48.9017282,-115.0562548
7287,Albertsons,46.8503568,-114.0178283
7288,Reese & Ray's IGA,47.7176314,-104.157706
7289,Reynolds Market,47.7203678,-104.1552185
7290,Safeway,45.2239007,-112.628136
7291,Albertsons,45.810176,-108.4734668
7292,Albertsons,46.8507668,-114.0169665
7293,Super 1 Foods,48.2008858,-114.3109601
7294,Missoula Fresh Market,46.8348158,-114.0412266
7295,Roxy's Market,45.2607401,-111.302359
7296,Broadus IGA,45.4426936,-105.4075734
7297,Home Town Market,48.1447117,-104.5172444
7298,Glacier Family Foods,48.5493915,-113.0114252
7299,Bob's Supermarket,46.3165528,-111.5184578
7300,Orange Street Food Farm,46.8642527,-114.0040896
7301,Town & Country Foods,45.662594,-111.0529132
7302,Rex's Supermarket,47.8130953,-112.1830592
7303,Walmart Supercenter,48.23175,-114.32617
7304,Belfry Country Store,45.142755,-109.0080474
7305,Libby Empire Foods,48.3815966,-115.5487178
7306,Heavens Peak Organics Market,48.888424,-115.056896
7307,Big Sky Grocery,46.9827684,-109.7509337
7308,Town & Country Foods,45.7739814,-111.1841495
7309,Flathead Health Food,48.2372216,-114.3263991
7310,Harvest Foods,47.5855713,-115.3144219
7311,McGowan Grocery,47.4587475,-114.8807321
7312,Super 1 Foods,46.6176131,-112.0091268
7313,Blacktail Grocery,48.0172994,-114.2258765
7314,Mr. Thrifty Foods,45.791694,-108.4893736
7315,Evergreen IGA,45.7854867,-108.5498559
7316,Grocery Outlet,46.9870276,-104.1889298
7317,Poly Food Basket,45.7948329,-108.5829438
7318,Fresh Thyme Supermarket,41.2326704,-96.1208292
7319,Werts' GW,41.569649,-97.8659552
7320,Hy-Vee,42.4658934,-96.4292326
7321,Super Saver,40.7384052,-96.6849409
7322,Economy Food Store,41.1136322,-97.5967009
7323,Super Saver,40.9188351,-98.3556591
7324,Speeds Apple Market,41.6116199,-98.9431106
7325,Apple Market,40.7011545,-99.0822923
7326,Hy-Vee,41.265526,-96.0391392
7327,Super TARGET Fresh Grocery,41.2889621,-96.179999
7328,Walmart Supercenter,41.2317585,-96.1996296
7329,SuperTARGET,41.2362484,-96.1925374
7330,Hy-Vee,40.767696,-96.6225093
7331,Super Saver,40.8148258,-96.65539
7332,TARGET Fresh Grocery,41.2609362,-96.0252989
7333,Russ's Market,40.7975677,-96.6962182
7334,Open Harvest Food Co-Op,40.7923717,-96.6979442
7335,Walmart Grocery,40.6584025,-95.8559782
7336,Shur Fine,40.7804077,-96.7035354
7337,Adams Super Foods,40.4597219,-96.5092505
7338,Tecumseh Central Market,40.3665708,-96.1945603
7339,Supermarket For Sale,40.657039,-96.1854086
7340,Eagle Grocery,40.8158354,-96.4306527
7341,ALPS,40.8249611,-96.6826229
7342,Arends Family Foods,40.1410434,-97.723092
7343,Seoul Oriental Food Store,42.4777417,-96.4123988
7344,Hy-Vee,41.2072033,-96.1938725
7345,Emmetts Foodtown,41.9502339,-97.2231262
7346,Trader Joe's,40.7423995,-96.6747957
7347,Whole Foods Market,40.8129203,-96.6391918
7348,Sun Mart,40.265093,-96.7285715
7349,Val-Market,41.0815803,-96.8350322
7350,Akin's Natural Foods Market,41.2334185,-96.04357
7351,Main Street Market,41.8547819,-103.667401
7352,The Grocery Kart,42.096437,-102.8688839
7353,HyVee,40.7255696,-99.0869647
7354,Decker's Food Center,40.4816802,-95.7303168
7355,Family Fare,41.1416797,-95.9136723
7356,Frenchman Valley Farmers Co-Op,40.5132923,-101.6425638
7357,Aldi,40.8142107,-96.6065168
7358,Fresh Thyme Farmers Market,40.8144976,-96.6482823
7359,Baker's,41.1423462,-95.9690185
7360,Aldi,41.1599304,-95.9434272
7361,Town & Country Market,40.6303753,-100.5157079
7362,Commisary,41.1183425,-95.922287
7363,Family Fare Supermarkets,41.1760137,-96.0461941
7364,Pac 'N' Save Discount Foods,42.234766,-97.0330589
7365,Fareway,41.175273,-96.0263891
7366,Family Fare,41.5422887,-96.1239562
7367,Super Saver Five Points,40.9391364,-98.3574606
7368,Conoco 1-Stop,40.9156573,-98.3612533
7369,Walmart Supercenter,40.885365,-98.336154
7370,Sun Mart,40.4384734,-99.3831383
7371,Family Dollar,40.4398044,-99.3790024
7372,Holdrege Market Place,40.4494146,-99.3803461
7373,Mason's Supermarket,40.5019479,-98.9514475
7374,Arvid's Food Town,41.9865338,-96.9135647
7375,Target,41.1423375,-95.9694807
7376,Hy-Vee,41.1353517,-96.0265655
7377,Bakers,41.1532464,-95.9160253
7378,Bag 'N Save,41.285497,-96.0800507
7379,Baker's,41.2983481,-96.0221864
7380,Wohlner's Neighborhood Grocery & Deli,41.259461,-95.9614139
7381,No Frills Supermarket,41.2768416,-96.0366431
7382,Walmart Neighborhood Market,41.2809568,-96.0513427
7383,A Street Market,40.7992238,-96.6723804
7384,Russ's Market,40.767493,-96.6712685
7385,Super Saver,40.7580488,-96.63989
7386,Schmick's Market,41.4041523,-99.643096
7387,Hershey Super Foods,41.1583092,-101.0022225
7388,J-N-J Grocery,41.2885611,-95.9756027
7389,Aldi,41.2143017,-95.9581254
7390,McKinney's Grocery Store,41.1463229,-96.2360316
7391,Dollar General,41.1833485,-97.5442294
7392,Osceola Food Mart IGA Express,41.1812494,-97.5474625
7393,Aldi,41.2906968,-96.0519474
7394,Bakers,41.2511372,-95.9870379
7395,Reed's Food Center,41.4220305,-100.1950796
7396,HyVee,41.0118099,-95.9104429
7397,Fresh Foods,41.8211486,-103.6592907
7398,Andrew's Garden,40.7203796,-99.083354
7399,Main Street Market,40.7743647,-97.0487559
7400,Hy-Vee,41.203708,-96.0634817
7401,Vientiane Oriental Market,40.9275056,-98.3434488
7402,Walmart Supercenter,41.120783,-100.757712
7403,Hy-Vee,40.9178072,-98.3795268
7404,Selena's Market,41.2648521,-95.9614433
7405,Baker's,41.2943325,-96.1214289
7406,Casey's General Store,40.5966082,-98.5070627
7407,Terry's Family Foods,40.6573184,-96.1865146
7408,Country Market,41.5477847,-98.5326356
7409,Russ's Market,40.2665735,-96.7367394
7410,Aldi,41.2914734,-96.1852941
7411,Trader Joe's,36.0696149,-115.0813114
7412,Smith's Supermarket,36.1180747,-115.2094211
7413,Whole Foods Market,39.468918,-119.7872292
7414,Raley's,39.2508376,-119.9494336
7415,Albertsons,36.3005335,-115.279318
7416,Save Mart,39.5072322,-119.8065951
7417,Smith's,39.4373477,-119.7567823
7418,Raley's,39.48287,-119.85362
7419,Smith's Grocery,36.8083565,-114.0626348
7420,Walmart Supercenter,36.0940504,-115.2938201
7421,FoodMaxx (Save Mart),39.540552,-119.735996
7422,Save Mart,39.534144,-119.862439
7423,Walmart Supercenter,36.156329,-115.201607
7424,Food Source (Raley's),39.4865237,-119.7968482
7425,Walmart Supercenter,36.065063,-115.24894
7426,Sam's Club,36.0649892,-115.2462605
7427,Smith's,36.0423329,-115.241808
7428,Albertsons,36.0547374,-115.2413681
7429,Albertsons,36.2382395,-115.2502446
7430,Walmart Neighborhood Market,36.2205296,-115.3243817
7431,Smith's Grocery Store,36.2906659,-115.2856798
7432,Trader Joe's,39.478812,-119.7839896
7433,Cost Plus World Market,39.4792779,-119.7918667
7434,Walmart Supercenter,36.8051399,-114.1069692
7435,CVS Pharmacy,36.1084895,-115.1509938
7436,Smith's,40.7397784,-114.0778827
7437,Ranis World Foods,36.1436867,-115.2011098
7438,Albertsons,36.1384872,-115.0669755
7439,Smith's,36.1429287,-115.0670748
7440,Albertsons,36.1585014,-115.045384
7441,Albertsons,36.2199529,-115.2760287
7442,Walmart,36.2148369,-115.245002
7443,Walmart,36.1650759,-115.0633507
7444,Trader Joe's,36.0008937,-115.1092556
7445,Trader Joe's,36.1806142,-115.257803
7446,Marketon,36.1305001,-115.0932006
7447,Sprouts Farmers Market,36.1153544,-115.2412788
7448,Walmart Neighborhood Market,36.1561688,-115.0796748
7449,El Super,36.1579488,-115.0821038
7450,Food4Less,36.146013,-115.1924736
7451,Smart & Final,36.1302689,-115.0825646
7452,Joe's Market,40.8282314,-115.7560508
7453,Raley's,40.8376602,-115.7926558
7454,La Unica,40.8287953,-115.7567441
7455,Albertsons,36.1569952,-115.1256583
7456,sprouts,36.1459394,-115.3119624
7457,Walmart Supercenter,39.1872526,-119.7576649
7458,Smiths,39.1690567,-119.7627463
7459,Walmart Supercenter,36.0979466,-115.108309
7460,Sprouts Farmers Market,36.09878,-115.1021074
7461,Food4Less,36.1164049,-115.1045388
7462,Smith's,36.1163984,-115.0899504
7463,Maria's Market,36.1292637,-115.0648906
7464,Albertsons,36.1016427,-115.0546369
7465,Smith's,38.937551,-119.7386254
7466,Whole Foods Market,36.0676171,-115.1742467
7467,Smith's,36.0276362,-115.0840268
7468,Seafood City Supermarket,36.1182658,-115.1356618
7469,Albertsons,36.1156864,-115.1360393
7470,Albertsons,36.128264,-115.1110985
7471,Cardenas Super Market,36.1009457,-115.0757519
7472,Los Compadres Meat Market,36.0998634,-115.0747724
7473,Marketon,36.1761424,-115.063927
7474,Smith's,36.1675713,-115.0603954
7475,Dollar General Market,36.1365476,-115.1375671
7476,Smith's,36.1433578,-115.1349559
7477,Ridley's Family Markets,40.9646074,-117.7419432
7478,Cardenas Market,36.1721869,-115.0791395
7479,Laos Market,36.176204,-115.136825
7480,Sieu Thi Thuan Phat Superstore,36.125022,-115.206624
7481,99 Ranch Market,36.125464,-115.19527
7482,SF Supermarket,36.125655,-115.210691
7483,Bangkok Market,36.114535,-115.2072
7484,Grocery Outlet,38.9364729,-119.737693
7485,Greenland supermarket,36.1262987,-115.2417232
7486,Trader Joe's,36.145576,-115.335281
7487,Albertsons,36.1433298,-115.2958144
7488,Raley's,39.1330542,-119.7680838
7489,Winco Foods,36.0336814,-115.0438051
7490,Trader Joe's,36.1484229,-115.2099397
7491,Albertsons,36.1946316,-115.0237974
7492,Walmart Neighborhood Market,36.1965191,-115.0290304
7493,Raley’s,39.3950434,-119.7657188
7494,Walmart Supercenter,36.0204,-115.2454
7495,7-Eleven,36.1135308,-115.1635296
7496,Walmart Neighborhood Market,36.260369,-115.181684
7497,Walmart Neighborhood Market,36.014609,-115.1526
7498,Walmart Neighborhood Market,36.194611,-115.226021
7499,Walmart Neighborhood Market,36.24055,-115.224029
7500,Walmart Neighborhood Market,36.267622,-115.115396
7501,Walmart Supercenter,39.615403,-119.853027
7502,Walmart Neighborhood Market,36.160236,-115.231808
7503,Walmart Supercenter,36.2011,-115.1917
7504,Walmart Neighborhood Market,36.05499,-115.119993
7505,Walmart Neighborhood Market,36.040504,-115.048277
7506,Walmart Supercenter,36.277766,-115.20307
7507,Walmart Supercenter,36.271563,-115.271015
7508,Walmart Supercenter,36.2366886,-115.1682776
7509,Walmart Supercenter,39.475754,-118.80654
7510,Walmart Supercenter,36.03882,-114.977327
7511,Walmart Supercenter,39.111782,-119.778406
7512,Walmart Supercenter,36.1231761,-115.24648
7513,Khoury's Market Place,40.9603877,-117.7353292
7514,Mini Market,36.1314263,-115.1644135
7515,Grocery Outlet Bargain Market,39.5775596,-119.7208298
7516,Sprouts Farmers Market,36.0567282,-115.0481501
7517,Family Dollar,36.906289,-116.7570282
7518,Grocery Outlet Bargain Market,39.1767393,-119.766021
7519,Sprouts Farmers Market,36.055043,-115.245084
7520,Las Vegas Pain Relief Center,36.1164577,-115.2889746
7521,Shaws,43.2107581,-71.5307556
7522,Hannaford's,43.2128662,-71.5328584
7523,Lebanon CO-OP,43.6765561,-72.2607182
7524,Asian Super Store,43.6428802,-72.2535785
7525,Sully's Grocery,43.0211769,-71.6011087
7526,Market Basket,42.9992678,-70.9240786
7527,Hannaford,43.3707812,-72.3236375
7528,TBD,42.9647396,-71.4820337
7529,Shaw's,43.089114,-70.7933221
7530,Plymouth Hannaford,43.7686401,-71.716621
7531,Lincoln Price Chopper,44.0412089,-71.6699574
7532,MarketBasket,43.3634328,-72.3191782
7533,KMart,43.362457,-72.3166629
7534,Walmart Supercenter,44.140637,-72.026407
7535,Market Basket,43.2152326,-71.5300462
7536,Market Basket,43.2035068,-71.5326801
7537,Littleton Food Co-op,44.2987046,-71.7675141
7538,Harvest Market,42.7436848,-71.5895596
7539,Hannaford Supermarket,43.4491221,-71.6238208
7540,Hannaford,43.6360441,-72.3171845
7541,Shaw's,42.8162322,-71.105908
7542,Shop and Save,43.5844364,-71.7499759
7543,Hannaford,43.453835,-71.2110169
7544,Shaw's,44.4962958,-71.5735799
7545,Hannaford,43.6609183,-71.4973879
7546,Heaths Market,43.710335,-71.461966
7547,Shaws,43.1054941,-72.4263596
7548,Shaw's,44.1444506,-72.0291162
7549,Mac's,44.2277522,-71.7481185
7550,Shaws,42.8247839,-71.6253895
7551,Shacketts,43.6275894,-71.7543418
7552,Nature's Green Grocer,42.8866365,-71.9835055
7553,Jakes New London Irving,43.4229876,-71.9993698
7554,Jugtown Country Store,43.9508672,-71.5050652
7555,Shaw's,43.0892139,-70.79347
7556,Hannaford,43.42314,-72.0031978
7557,The Healthy Rhino,44.307202,-71.7741615
7558,Janetos Superette,43.2205807,-70.8870935
7559,Shaw's Supermarket,43.2184345,-70.8803934
7560,Hannaford,43.1334988,-70.9260086
7561,Winnisquam Market & Deli,43.5020111,-71.5128945
7562,Wilson's Farm,42.8219297,-71.4755
7563,Hannaford Supermarket,44.0201051,-71.1120104
7564,Shaw's,43.358036,-72.1759453
7565,Solomon's Store,44.995854,-71.5337852
7566,Lanctot's Grocery,43.0433574,-71.6811713
7567,Market Basket,42.7675775,-71.2172491
7568,McKinnon's Market,43.0345478,-70.784153
7569,Market Basket,43.0875762,-70.7868068
7570,Shaw's,43.0889063,-70.7934865
7571,Portsmouth Health Foods,43.0759653,-70.7606393
7572,Trader Joe's,43.0939915,-70.8017829
7573,Acme,39.3937228,-74.3941767
7574,Joe's Seaside Market,39.4024665,-74.3713698
7575,Big Banner,40.7432842,-74.0394482
7576,Starn's Village ShopRite,39.4321887,-74.6111641
7577,Acme/Savon,39.4512723,-74.6481475
7578,Acme/Savon,39.327836,-74.5954032
7579,Toy's R Us,39.8309103,-75.1025514
7580,Starn's Village Shop Rite,39.4330156,-74.5112247
7581,Sam's Club,39.392826,-74.5449052
7582,Starn's Village ShopRite,39.3324538,-74.5961563
7583,Acme/Savon Little Egg Harbor,39.6029802,-74.3544939
7584,Vacant Building,39.488244,-74.4646672
7585,Acme/Savon Logan Township,39.7557355,-75.3540256
7586,Acme/Savon,40.0072537,-74.7945618
7587,Acme/Savon Audubon,39.8929846,-75.0893882
7588,C-Town,39.4274441,-75.2321772
7589,Shop-Rite,39.4573183,-75.2131657
7590,Acme/Savon,39.4600286,-75.2111573
7591,Shop-Rite,39.4842537,-74.9591868
7592,Acme,41.0991732,-74.1448577
7593,Seabra Foods,40.6453826,-74.2725132
7594,Stop and Shop,40.5241591,-74.3631086
7595,ShopRite,40.5306693,-74.5377992
7596,Walmart,40.5426358,-74.5856456
7597,ShopRite,40.5515914,-74.4427484
7598,Asia Supermarket,39.3945994,-74.536974
7599,Stop & Shop,40.8429822,-74.1011167
7600,ShopRite,40.6287602,-74.3051015
7601,Acme/Savon,38.9745975,-74.9403155
7602,A & P,40.7210848,-74.9740631
7603,Shop Rite of Washington,40.7392868,-74.9757737
7604,ShopRite,40.938601,-74.1376201
7605,Birn's Chocolate,40.5052575,-74.4324584
7606,ACME,40.8371879,-74.2077495
7607,Acme Markets,39.9075345,-75.0587583
7608,Shop Rite,40.5006317,-74.6432734
7609,Stop and Shop,40.6776961,-75.1460724
7610,ShopRite,40.2432883,-74.2767938
7611,Whole Foods Market,40.8042805,-74.2490941
7612,Kings,40.8338105,-74.2256302
7613,Super Foodtown,40.8538984,-74.228785
7614,PATHMARK,40.6647941,-74.2312954
7615,Eden Gourmet,40.7464912,-74.2596522
7616,ShopRite,39.4626725,-74.4955108
7617,Foodtown,41.0144451,-73.9825956
7618,Tilton Market,39.3704105,-74.5526059
7619,Pathmark,39.3517856,-74.4776951
7620,Shoprite,40.9051529,-74.5702203
7621,Fresh Market,41.1945007,-74.4833139
7622,Trader Joe's,40.722993,-74.2960658
7623,Foodtown,40.2410202,-74.3079475
7624,Acme,39.6449274,-75.3412733
7625,A&P Supermarket,40.3349154,-74.2439965
7626,Acme,39.6038901,-74.2114289
7627,Kings Super Market,40.9411342,-73.9603132
7628,ShopRite,40.5701,-74.5529632
7629,Shoprite,39.6884187,-74.9905415
7630,Shoprite,39.9908937,-75.009335
7631,Acme,39.747501,-75.0755274
7632,Verchios Market,39.7240952,-75.0496602
7633,Acme Supermarket,39.8965511,-75.0306879
7634,Kings,40.9839469,-74.1383913
7635,Shoprite,39.8675643,-75.0416821
7636,Kings Supermarket,40.6170813,-74.4941905
7637,A&P Supermarket,40.6148172,-74.497656
7638,CostCo,39.9718808,-74.9070623
7639,Target,39.9677614,-74.9145295
7640,Trader Joe's,40.9931303,-74.0360653
7641,PathMark,40.653049,-74.316076
7642,Acme,40.628307,-74.3161821
7643,Pathmark,40.7271764,-74.149307
7644,ACME,40.5865758,-74.477173
7645,Farmer's Market,40.5769118,-74.5058511
7646,McCaffrey's Market,40.3643841,-74.6518788
7647,Stop & Shop,40.0238353,-74.1429255
7648,ShopRite,39.4228487,-75.0450947
7649,PetsMart,40.3822437,-74.5742779
7650,Target,40.3810831,-74.5758164
7651,Walmart Supercenter,39.8441366,-75.0914689
7652,ShopRite,39.0118658,-74.8689659
7653,ShopRite Supermarket (CLOSED),40.8612215,-74.1099246
7654,King's,40.7831059,-74.5890719
7655,Stop & Shop,40.5955389,-74.3626614
7656,Shop Rite,40.589505,-74.2280257
7657,Grand Union,40.9329413,-74.0033814
7658,Extra Super Market,40.7250106,-74.2355417
7659,Stop 'N' Shop,40.1218946,-74.2619971
7660,Santori's Produce & Deli Market,39.4662738,-74.4970466
7661,Garden Farmers Market Inc,40.8019338,-74.1708701
