,name,lat,lon
0,foot outlet,33.6120833,-85.9632739
1,Winn Dixie,33.5978283,-85.928149
2,Target,33.6087685,-85.783059
3,Target,33.2243459,-86.8043602
4,Walmart Supercenter,33.2354886,-86.8012102
5,Publix Supermarket,33.2747947,-86.7925621
6,Walmart Supercenter,34.4955794,-87.2769413
7,Target,34.7410978,-86.6821021
8,Publix,34.756162,-86.7416513
9,Publix,33.2800438,-86.8538439
10,Walmart Neighborhood Market,33.27952,-86.8512003
11,Dollar General Market,34.7072662,-86.7402215
12,Star Supermarket,34.7385841,-86.5762711
13,John's big Brother,34.7279191,-86.6288682
14,Target,34.6735029,-86.5422231
15,Earthfare,34.7423244,-86.6664531
16,Walmart Supercenter,34.61586,-86.570681
17,Walmart Supercenter,32.3707826,-86.2682804
18,Publix,34.6589984,-86.4812712
19,Walmart Supercenter,34.7470725,-86.6760256
20,BigK,34.2778702,-86.2038685
21,Piggly Wiggly,34.5397171,-87.1598591
22,Walmart Supercenter,34.7652145,-86.5924412
23,Brunos,33.1918725,-87.5241134
24,Winn Dixie,32.4619323,-86.455441
25,Foodland,34.5248746,-86.8934757
26,Publix,33.3559284,-86.8427022
27,Priceless IGA,33.8066063,-85.7602842
28,Foodland,34.840542,-87.6867769
29,Dollar General,31.9455073,-86.3153474
30,Winn Dixie,33.237,-87.552464
31,Buddy's,33.259162,-87.514251
32,Publix,33.2629891,-87.5135906
33,Piggly Wiggly,33.2298022,-87.5752858
34,Cash Saver,33.1693639,-87.5276783
35,Foodland,33.6529759,-86.812571
36,Walmart Supercenter,33.6470907,-86.8232982
37,Food Depot,33.6504046,-86.8104138
38,Walmart Supercenter,32.434137,-87.012949
39,Ray's,31.293158,-85.10996
40,Winn-Dixie,33.3462774,-86.6308773
41,Walmart Supercenter,33.347786,-86.619238
42,Jamo's Grocery,34.7266594,-86.6266602
43,Choi's Oriental Food & Gifts,34.7243624,-86.6270196
44,Jamo's Grocery,34.7250017,-86.6266709
45,Rouse's Market,30.2660105,-87.6900354
46,Publix,30.2986297,-87.6816058
47,Cain's Piggly Wiggly,30.3928508,-87.6846334
48,Winn-Dixie,30.3932394,-87.6818332
49,Winn Dixie,33.3062857,-87.602672
50,Target,33.6054364,-86.6372852
51,K Mart,33.6416109,-86.6213556
52,Walmart Supercenter,33.638953,-86.629165
53,Sam's Club,33.6451413,-86.6251159
54,Walmart Supercenter,32.507156,-86.211951
55,Dollar tree,33.2371453,-87.6114133
56,Dollar Tree,33.1706218,-87.5217708
57,Asian Market,33.1954606,-87.5622855
58,La Bodeguita,33.1978038,-87.5097464
59,Dollar General,33.1854227,-87.5292143
60,Winn-Dixie,33.6153319,-86.6181014
61,Save a Lot,33.3910508,-86.9772661
62,Fred's,33.3912031,-86.9771213
63,Dollar General,33.1656709,-87.5160395
64,Food Giant,33.6980891,-86.6821978
65,Family Dollar,33.2006584,-87.5445022
66,Mr Chen's Oriental Market,33.2006628,-87.5439684
67,Piggly Wiggly,33.1968209,-87.5621399
68,Star Supermarket,34.8646324,-86.5705267
69,Publix,33.6077762,-85.7875592
70,Publix,33.6412303,-86.5797901
71,Publix,33.6557849,-86.6469305
72,Win Dixi,33.6523667,-86.6495939
73,Piggly Wiggly,33.6654342,-85.8254889
74,Ramey's Pic N Sav,31.5361714,-87.8894552
75,Food Tiger,31.2657345,-88.0306387
76,Publix,33.4532639,-86.9782514
77,Piggly Wiggly,34.4387242,-88.138478
78,Dollar General Market,34.4401837,-88.1391151
79,Big Star,34.4431655,-88.1468935
80,Mediterranean and Near East food market,33.1672119,-87.5362814
81,Bargain Center food thrift store,33.2414701,-87.5884589
82,Dollar General,33.2006724,-87.5369947
83,Honey & Spice,33.6463641,-86.6341362
84,aldi,33.4639637,-86.8213989
85,Gordo's Mexican food,33.4721756,-86.8197482
86,Dollar General,33.1449134,-87.5466375
87,DOLLAR GENERAL,33.0900013,-87.4582024
88,Kmart,33.1630682,-87.5459031
89,Publix,33.1555779,-86.7485346
90,Walmart Supercenter,33.146252,-86.751885
91,Kroger,32.6105188,-85.4634465
92,Piggly Wiggly,33.2056432,-87.5017186
93,Dollar General,33.2056477,-87.502019
94,Sam's Club,34.6422053,-86.5723694
95,Piggly Wiggly,33.6591541,-87.601334
96,Walmart Supercenter,34.668517,-86.006085
97,Publix,30.630939,-87.912574
98,Market by the Bay,30.649705,-87.913116
99,Publix,30.555695,-87.890899
100,Winn Dixie,32.576416,-85.4966646
101,Walmart Supercenter,32.570858,-85.49657
102,Aldi,33.6094964,-85.8256631
103,Publix,33.465192,-86.819874
104,The Fresh Market,33.467953,-86.774025
105,Target,33.467504,-86.775102
106,Winn Dixie,31.25947,-85.43219
107,Western Supermarket,33.4264824,-86.7742867
108,Lucky's Supermarket,34.6307875,-85.7451278
109,Hudd's Food Center,33.2357141,-86.4836753
110,Winn-Dixie,33.4961197,-86.8785536
111,Winn-Dixie,33.4173675,-86.6945961
112,Winn-Dixie,33.3354285,-86.9192134
113,Catherine's Market,32.7659486,-85.9449854
114,Winn-Dixie,33.2680852,-86.3550751
115,Publix,34.8164271,-86.4897547
116,Publix,33.3469027,-86.7971285
117,Sprouts Farmers Market,33.3558825,-86.8548146
118,Walmart Supercenter,31.3157087,-85.8265113
119,Walmart Supercenter,31.9396079,-87.7389141
120,Publix,32.6381809,-85.4801561
121,Publix,32.5854331,-85.4365148
122,Publix,33.403505,-86.8082925
123,Lively's Foodland,33.9231542,-85.609398
124,Winn Dixie,33.7163116,-85.8551404
125,Earth Fare,32.6233717,-85.4468207
126,Win-Dixie,32.3982667,-87.065826
127,Dollar General,34.7538934,-86.74865
128,Sprouts Farmers Market,34.7584292,-86.7293907
129,Kroger,34.5601703,-86.9765593
130,Exile Armory,33.7518409,-85.8328918
131,Publix,34.1814924,-86.8491746
132,Trader Joe's,33.4465102,-86.7296304
133,Walmart Neighborhood Market,33.4678637,-86.8215147
134,Mi Pueblo,33.4666125,-86.8243888
135,Mr. Chen's Hometown Supermarket,33.4607443,-86.8193762
136,Piggly Wiggly,33.5609218,-88.073344
137,Walmart Supercenter,31.3217229,-86.4450615
138,Foodland,34.4977753,-87.7239487
139,Walmart Neighborhood Market,33.2396253,-87.5732875
140,Publix,33.510055,-86.8030375
141,"Ashleys Furniture, Ollies",33.6859867,-85.8203342
142,Dollar General,33.5330124,-85.940984
143,Lion Foods,33.7811962,-85.8988883
144,Walmart Supercenter,31.444966,-85.6511772
145,Grocery Outlet,31.4470287,-85.6551428
146,Elberta Grocery,30.4139062,-87.594974
147,Walmart Supercenter,32.385046,-86.184915
148,Walmart Supercenter,33.164864,-85.364371
149,Walmart Supercenter,33.361719,-87.001921
150,Walmart Supercenter,33.590204,-86.70022
151,Walmart Neighborhood Market,34.793292,-86.750837
152,Walmart Supercenter,32.835031,-85.178726
153,Walmart Supercenter,34.820128,-86.49261
154,Walmart Supercenter,32.493003,-87.849349
155,Walmart Supercenter,33.1759079,-86.2854032
156,Walmart Supercenter,34.204319,-86.869567
157,Walmart Supercenter,31.0379679,-87.4951729
158,Walmart Supercenter,31.780755,-85.939323
159,Walmart Supercenter,34.440216,-85.76195
160,Walmart Supercenter,34.945898,-86.574707
161,Walmart Supercenter,34.299429,-86.27903
162,Walmart Supercenter,30.532086,-87.711089
163,Walmart Supercenter,31.268054,-85.441109
164,Walmart Neighborhood Market,34.7135989,-86.6249168
165,Walmart Neighborhood Market,32.46981,-85.083086
166,Walmart Neighborhood Market,31.231526,-85.450493
167,Walmart Neighborhood Market,30.563659,-88.213981
168,Walmart Neighborhood Market,30.669712,-88.105083
169,Walmart Supercenter,33.562105,-86.518619
170,Walmart Supercenter,33.340851,-86.791181
171,Walmart Neighborhood Market,33.169989,-87.482461
172,Walmart Supercenter,34.657289,-86.485715
173,Walmart Supercenter,34.162885,-85.712618
174,Walmart Neighborhood Market,33.637368,-86.684495
175,Walmart Supercenter,32.463123,-86.416339
176,Walmart Neighborhood Market,33.212574,-86.828967
177,Walmart Neighborhood Market,32.340452,-86.175231
178,Walmart Neighborhood Market,32.630388,-85.495491
179,Walmart Neighborhood Market,32.402505,-86.266962
180,Walmart Neighborhood Market,33.428559,-86.791833
181,Walmart Supercenter,33.460574,-86.96832
182,Walmart Supercenter,30.522315,-87.848815
183,Walmart Supercenter,33.438556,-86.080265
184,Walmart Supercenter,32.493877,-86.398425
185,Walmart Supercenter,32.816741,-86.609419
186,Walmart Neighborhood Market,30.7171309,-88.1633413
187,Walmart Supercenter,34.2405233,-87.5987915
188,Walmart Supercenter,33.9352,-87.840615
189,Walmart Supercenter,32.637874,-85.421882
190,Walmart Supercenter,33.720093,-85.820134
191,Walmart Neighborhood Market,34.750358,-86.633691
192,Walmart Supercenter,33.993612,-86.093629
193,Walmart Supercenter,33.971218,-86.446599
194,Walmart Supercenter,34.341887,-86.500136
195,Walmart Supercenter,34.214766,-86.153387
196,Walmart Supercenter,31.559638,-87.875509
197,Walmart Supercenter,30.886011,-87.790076
198,Walmart Supercenter,33.745493,-87.041799
199,Walmart Supercenter,31.178814,-85.404472
200,Walmart Supercenter,33.421996,-86.67595
201,Walmart Supercenter,31.148441,-87.063735
202,Walmart Supercenter,33.4471,-86.821
203,Walmart Supercenter,31.849507,-86.647223
204,Walmart Supercenter,30.799419,-88.096979
205,Walmart Supercenter,33.579201,-86.9243089
206,Walmart Supercenter,34.45249,-86.948782
207,Walmart Supercenter,34.1196525,-87.9923238
208,Walmart,31.051472,-85.899404
209,Walmart Supercenter,32.5517837,-85.9167142
210,Asian Market,34.7415503,-86.6767372
211,Walmart Supercenter,30.267427,-87.686198
212,Winn Dixie,30.2698953,-87.6864852
213,Target,32.6185685,-85.4113313
214,Kroger,32.6207456,-85.4116109
215,Piggly Wiggly,33.4142908,-86.8448869
216,Piggly Wiggly,33.8072708,-86.8104039
217,Fresh Market,34.6918269,-86.57026
218,Aldi,33.4261712,-86.7029532
219,Hackleburg,34.2766156,-87.8305482
220,Piggly Wiggly,33.4814219,-86.7119523
221,Publix,33.3858798,-86.7405938
222,Fresh Market,33.4215003,-86.7000679
223,Walmart Neighborhood Market,30.269264,-87.594308
224,Restaurant Depot,33.4488057,-86.8268891
225,Super Ofertas,33.4709642,-86.8269303
226,Brito's Supermarket,33.4684959,-86.8257972
227,Whole Foods Market,33.3771436,-86.8007887
228,Tienda Latina Guatemex,31.2047235,-85.3955612
229,Taylor Grocery,31.1601446,-85.4686481
230,Carrs: Safeway 1813,61.1093998,-149.8537099
231,The Trading Union,56.8140827,-132.9582097
232,Hammer & Wikan,56.8101124,-132.9407538
233,Three Bears,60.1241197,-149.4382628
234,Carrs,61.5980594,-149.1270236
235,DECA Commissary,61.2336548,-149.7665037
236,Alaska Ship Food Center,53.8831793,-166.5525885
237,Leask Market,55.1302176,-131.5767235
238,Howsers Iga Supermarket,59.2348953,-135.4461662
239,Lakeside Grocery,57.0568466,-135.3462843
240,AC Value Center,58.6836932,-156.671906
241,Ninilchik General Store,60.040772,-151.6764817
242,Nagley's Store,62.3230154,-150.1122905
243,Alaska & Proud Market,55.3572399,-131.6942955
244,Tatsuda's IGA,55.3391188,-131.6361738
245,New Sagaya Midtown Market,61.1870099,-149.8696256
246,Super Bear Supermarket,58.3714256,-134.5876551
247,Sunnyside Market,58.4114482,-135.7268349
248,Toshco,58.4157232,-135.7543666
249,Ketchikan Dry Goods,55.3409336,-131.6405574
250,Front Door Store,60.5454026,-145.758238
251,Commissary,64.8250819,-147.634241
252,Commissary,64.6769556,-147.0860446
253,Sockeye Trading,58.6835435,-156.6707309
254,Safeway,33.4885505,-112.0817935
255,Basha's,33.3332955,-111.9121727
256,Fry's Marketplace,33.3218992,-111.9303033
257,Fry's Food & Drug,33.3790977,-111.9768574
258,Food Conspiracy Co-op,32.2269734,-110.9654811
259,17th Street Market,32.2129981,-110.9586534
260,Fry's Food and Drug,33.2756105,-111.8608318
261,Rincon Market,32.2281441,-110.9348242
262,Basha's,36.7095547,-110.2512446
263,Safeway,33.3030626,-111.9962063
264,Fry's Marketplace,33.3036078,-111.9987383
265,Trader Joe's,33.3040314,-111.9944973
266,Basha's,33.4355775,-111.6312451
267,Safeway,33.7809232,-111.9223707
268,Trader Joe's,33.639277,-112.2264979
269,Trader Joe's,33.5831706,-111.9790463
270,Sprouts,33.4959129,-112.0197337
271,Fry's Food,32.1051099,-110.7737925
272,Super Target,33.4376997,-112.4213173
273,Safeway,33.4512797,-112.3944352
274,Safeway,33.6373247,-112.4252242
275,Safeway,33.4839316,-112.3641397
276,Osco,33.6535941,-112.0295923
277,Commissary,31.5584081,-110.3506703
278,Safeway,32.9938537,-111.5216364
279,Fry's Marketplace,33.2181001,-111.5657754
280,Sprout's Farmer's Market,33.5995046,-111.9787489
281,Fry's Signature Marketplace,33.5810261,-111.9791748
282,Whole Foods Market,33.5851018,-111.9790675
283,Fry's Marketplace,33.4170532,-111.7349317
284,Safeway,33.3762905,-112.166201
285,Safeway,35.2200089,-111.6219568
286,Fry's Food & Drug,33.334081,-111.8083412
287,Basha's,34.2422156,-111.3211423
288,Costco,33.6039316,-111.9864659
289,Fry's,33.4342166,-112.558429
290,Walmart Supercenter,32.344184,-111.016194
291,K-Mart Kingman,35.220519,-114.0054042
292,Bashas,35.2216792,-114.004961
293,Safeway,33.51122,-112.0147691
294,Safeway,33.6758929,-111.8882871
295,Fry's,32.1803101,-110.9825943
296,Safeway,32.3724178,-111.136735
297,Bashas',33.5227211,-111.8991853
298,Albertsons,33.5375138,-111.9062557
299,Basha's,33.4529886,-111.7888773
300,Safeway,32.3074182,-110.8913593
301,Safeway,33.6105143,-112.0147462
302,Bashas,33.509593,-112.3393009
303,Safeway,32.426801,-110.9595436
304,Walmart Supercenter,33.4369611,-112.5602639
305,Basha's,33.6114111,-112.2221113
306,Albertsons,33.6402878,-112.419829
307,Fry's,33.5944968,-112.2189211
308,Fry's Supermarket,33.3793917,-111.9107892
309,Fry's Food,33.4672788,-111.9126864
310,Smart & Final,33.4744805,-111.9256799
311,Trader Joe's,33.5287582,-111.9270372
312,Safeway,34.2397334,-111.3176376
313,Walmart Supercenter,33.6384807,-111.9816524
314,Albertsons,33.678709,-111.9746864
315,Walmart Supercenter,33.596146,-111.978633
316,AJ's Fine Foods,33.382011,-111.7569466
317,Safeway,33.3775382,-111.7237301
318,Fry's Food & Drug,33.3784901,-111.7512925
319,Bashas',32.3068902,-111.0106351
320,Food City,33.4527429,-112.1336884
321,Ranch Market,33.5106787,-112.2041377
322,Fry's Food Store,33.4931647,-112.2016877
323,Walmart Supercenter,33.5514047,-112.1799153
324,Fry's,33.4629601,-112.3390677
325,Fry's Food,33.4340087,-112.3044527
326,Walmart Supercenter,33.459271,-112.3382308
327,Food City,33.4813465,-112.2020549
328,Food City,33.4505772,-112.118003
329,Fry's Food,33.5250689,-112.2043694
330,Walmart Neighborhood Market,32.350839,-110.977172
331,Safeway,33.3577077,-112.4284145
332,Frys MarketPlace,33.6418104,-112.0110803
333,Fry's Food,33.3794638,-112.1703378
334,El Super,33.4815473,-112.2215036
335,Fry's Food,33.4791949,-111.9841549
336,Safeway,33.4089218,-111.9239211
337,Safeway,33.865149,-112.138994
338,Frys Food,33.8445051,-112.13393
339,Costco Wholesale,33.2935719,-111.8987509
340,Fry's Marketplace,33.2173579,-111.824916
341,Hank's Market & Butcher Shop,32.6591917,-114.4100875
342,Basha's,33.0711667,-112.0467977
343,Fry's Food and Drug,33.3168316,-112.0054694
344,Fry's,33.3481069,-111.8579701
345,Whole Foods Market,33.3185139,-111.8927867
346,Fry's Food & Drug,33.3218516,-111.8748774
347,Sprouts Farmers Market,33.3189048,-111.8754954
348,Fry's Food Store,34.5542779,-112.4824443
349,Walmart Supercenter Store #5189,33.4965559,-112.1724303
350,Safeway,32.2631791,-109.8423586
351,Sprouts,34.5467017,-112.4676939
352,Safeway,34.5614686,-112.4844588
353,Bulldog Graphics,32.3355466,-111.0571432
354,Fry's MarketPlace,33.6384402,-112.1200502
355,Sprouts Farmer's Market,33.2646645,-111.8562991
356,Safeway,35.1894734,-111.6637192
357,Fry's,33.3794222,-112.0318279
358,Walmart Neighborhood Market,33.376054,-112.0292616
359,Safeway,34.5872351,-112.3299008
360,Bashas,33.5834965,-112.0117397
361,Sprouts,33.5376913,-112.0461889
362,Sprouts,33.3033991,-111.7577378
363,Walmart Neighborhood Market,33.5391322,-112.218867
364,Walmart Supercenter,33.636517,-112.184744
365,Basha's,33.3073621,-111.8748637
366,Safeway,33.3039271,-111.8632691
367,Fry's,33.6094446,-112.1840023
368,Walmart Supercenter,33.431942,-111.865295
369,Albertson's,32.2989035,-110.9965186
370,Basha's,33.5176434,-112.0632843
371,Walmart Neighborhood Market,33.5648272,-112.1700077
372,Ranch Market,33.5375834,-112.1329704
373,Safeway,33.347966,-111.9818457
374,Fry's,33.5523126,-112.1530588
375,Walmart Neighborhood Market,33.4523949,-111.8146151
376,Trader Joe's,32.2372851,-110.8586091
377,Food City,33.4649339,-112.1503004
378,Walmart Supercenter,33.39053,-112.136887
379,Smiths Supermarket,35.2243448,-114.0342512
380,Foodcity,33.5398498,-112.1353344
381,Frys Market,33.5723807,-112.0609655
382,Walmart Supercenter,32.6816308,-114.6474179
383,Factor Warehouse,32.4879997,-114.7820254
384,Bashas',32.4835197,-110.9203507
385,Fry's Food And Drug,33.3938889,-111.9411947
386,Sprouts,33.4682083,-112.3395879
387,Walmart Supercenter,32.426075,-110.940899
388,Del Sol,32.4966253,-114.7560838
389,Fry's Food and Drug Store,33.7106383,-112.2014969
390,Fry's Food And Drug,32.3390015,-111.0458194
391,Food City,33.4941235,-112.0139401
392,Costco,33.4736945,-111.9839959
393,Albertsons,33.3774371,-111.8761373
394,Whole Foods Market,33.3795459,-111.9298951
395,Sprout's,33.3941914,-111.9113418
396,Albertsons,33.3648464,-111.9299044
397,Fry's Grocery,33.6391116,-112.0643011
398,Walmart Neighborhood Market,33.423782,-111.7207972
399,Bashas' Supermarket,33.4351736,-111.7209179
400,Sprouts Farmers Market,33.6373801,-112.1807781
401,Walmart Supercenter,32.0849882,-110.7758732
402,CostCo,33.347385,-111.9620109
403,Fry's Food Store,33.6401819,-112.3953765
404,Safeway,33.6126177,-112.1842749
405,Fry's,33.6379412,-112.1525911
406,99 Cent Only Stores,33.4790459,-111.9100278
407,Safeway,33.3776698,-111.6210272
408,Del Sol,32.6970471,-114.6239134
409,Safeway,34.9033004,-110.1673051
410,Food City,34.7273368,-112.010402
411,Fry's,31.5562186,-110.2535455
412,El Super,33.4937072,-112.1706828
413,Fry's,33.3939549,-111.924572
414,Fry's Marketplace,33.5372756,-112.0983175
415,Walmart Neighborhood Market,33.566489,-112.072193
416,Fry's,33.5947986,-112.222189
417,Safeway,33.6406864,-112.1333598
418,Walmart Neighborhood Market,33.5803285,-112.2018835
419,Safeway,32.3822282,-111.0485519
420,Safeway,32.8953136,-111.7415564
421,Safeway,32.3359721,-110.9749935
422,Fry's,33.2904828,-111.7196923
423,99¢ Store,33.5832955,-112.1354117
424,Latino Market,33.4947437,-112.0909829
425,Trader Joe's,32.3505111,-110.9732658
426,Bashas',33.4936233,-111.9075221
427,Albertsons,33.4789485,-111.924302
428,Food City,33.4811291,-112.2535319
429,Safeway,32.2523011,-111.012519
430,Safeway,34.7274248,-112.0078225
431,WinCo,33.6379475,-112.4229645
432,The Co-operative,35.2119867,-111.612835
433,Food City,33.4153952,-111.9155894
434,Sprout's Farmers Market,33.5813561,-111.8807437
435,Walmart Neighborhood Market,33.38032,-111.772934
436,Walmart Neighborhood Market,33.449316,-111.772239
437,Fry's Marketplace,32.4262588,-111.0450194
438,Basha's (vacant),32.4268474,-111.0780248
439,Safeway,31.5530091,-110.2758681
440,Safeway,33.5966598,-112.2396866
441,Sprout's,33.6087014,-112.2392104
442,Fry's,33.6093355,-112.132096
443,Food City,33.4663136,-111.985536
444,AJ's,33.510064,-112.0718999
445,Basha's,33.9711237,-112.7310565
446,Fry's Marketplace,33.5808151,-112.1354519
447,Fry's,33.5647285,-112.2537217
448,Smart & Final,33.4065207,-111.9105172
449,Yasha From Russia,33.580415,-112.0133174
450,Yusef's Middle Eastern Grocery and Deli,33.6257146,-112.0312727
451,Alpine Country Store,33.8487067,-109.1446797
452,Lotus International Market,33.3776434,-111.8583829
453,Fry's Grocery,33.6388195,-112.0537652
454,Olsens Marketplace,32.3922553,-112.8728868
455,Food city,33.6185588,-112.3261653
456,Fry's Food and Drug,32.396483,-110.9937485
457,Fry's Food,33.6513495,-112.2564235
458,Bashas' Diné Market,36.1627817,-109.5859381
459,Safeway,31.4012158,-109.9172346
460,Baiz Fresh Foods,33.3796133,-111.87542
461,Safeway,33.5105667,-111.9103701
462,Fry's Grocery Store,33.3374374,-111.7571745
463,EL Super,33.4815587,-112.0142648
464,Fry's Food & Drug,35.1951297,-111.6350925
465,Fry's Food and Drug,33.406534,-111.7723096
466,Dollar Tree,32.2514846,-110.9619224
467,Fry's Food,34.5882303,-112.341647
468,Fry's,33.5069046,-112.0411897
469,Smith's Supermarket,34.4774163,-114.3218688
470,Micky's Mini Mart,33.3796733,-112.5861854
471,Safeway,33.2648846,-111.6840501
472,Walmart Supercenter,32.6744203,-114.6015773
473,Fresh and Easy,33.2609074,-111.8820663
474,Fry's Market Place,33.4503834,-111.8030298
475,Fry's,32.1903182,-110.8425734
476,Fry's,32.2046874,-110.8424488
477,Safeway,32.19037,-110.8561342
478,Johnny Gibson's Downtown Market,32.2217694,-110.9684536
479,Gilla Bend Food Market,32.9474986,-112.7178502
480,Walmart Supercenter,33.7084533,-112.1130219
481,AJ's Fine Foods,32.324325,-110.9313498
482,Safeway,31.9009692,-110.9924778
483,Korea Mart,33.3890986,-111.8655014
484,Safeway,33.6241073,-111.941696
485,Fry's Food And Drug,33.6246404,-111.94461
486,Food City,31.5534721,-110.2549079
487,Walmart Neighborhood Market,32.3386673,-111.0491337
488,I-Mart,33.3227499,-111.8597225
489,Safeway,31.3644261,-110.940515
490,Walmart Neighborhood Market,33.3037879,-111.9473737
491,Ashoka Indian Groceries,33.305995,-111.9484838
492,Walmart Supercenter,35.0057541,-114.5946765
493,Herb's herbs,34.4762451,-114.3311099
494,Smart & Final,32.69933,-114.6184119
495,Sprouts Farmers Market,32.6992449,-114.6255562
496,Fry's,32.1318667,-111.0045622
497,Food City,33.4160242,-111.8019151
498,Food City,34.5066124,-114.3514242
499,Walmart Neighborhood Market,32.712387,-114.652506
500,Walmart Supercenter,33.796641,-111.962216
501,Walmart Supercenter,32.190893,-110.770299
502,Walmart Neighborhood Market,32.2656,-110.9586
503,Walmart Supercenter,33.384526,-111.739644
504,Walmart Neighborhood Market,33.363017,-111.654204
505,Walmart Neighborhood Market,33.713791,-112.201314
506,Walmart Neighborhood Market,33.622677,-112.392434
507,Walmart Supercenter,32.2236403,-110.9188725
508,Walmart Supercenter,31.968821,-110.314252
509,Walmart Supercenter,34.592452,-112.341401
510,Walmart Supercenter,33.51025,-112.267293
511,Walmart Neighborhood Market,32.132874,-111.026742
512,Walmart Neighborhood Market,32.25197,-110.908802
513,Walmart Neighborhood Market,33.656074,-112.150364
514,Walmart Supercenter,33.449105,-111.733671
515,Walmart Supercenter,33.289278,-111.838011
516,Walmart Supercenter,33.4705533,-112.2231777
517,Walmart Supercenter,31.912168,-110.982594
518,Walmart Supercenter,35.082534,-114.5943
519,Target,33.3944893,-111.7854641
520,Albertsons,33.4238475,-111.7520749
521,Family Dollars,35.2101743,-109.3302217
522,Target,33.4544519,-111.6827031
523,Sprouts Farmers Market,32.3222725,-111.0436035
524,Sprout's Farmers Market,33.4362646,-111.7888914
525,Northern Valley Produce,31.3443484,-110.9430652
526,Via Brokerage,31.3447593,-110.9426866
527,Quality Experience Produce,31.3448852,-110.9427
528,Target,32.1604549,-110.9902234
529,Food City,32.1613949,-110.9904702
530,AJ’s Fine Foods,33.3181225,-111.964334
531,Fry's Food and Drug,33.3049106,-111.787981
532,Whole Foods Market,33.653801,-111.9274741
533,Bashas,34.5670136,-111.8647187
534,Whole Foods Market,33.6537971,-111.9272743
535,Fry's,33.5099019,-112.3557028
536,Trader Joe's,33.5070394,-112.0378334
537,Trader Joe's,34.5481231,-112.4047451
538,Gilbert Music & Lessons,33.3289825,-111.795424
539,My First Piano,33.3288436,-111.7947113
540,Betty Gordon Realty market,34.1516098,-114.2854638
541,Safeway,34.154733,-114.2759139
542,Bashas',33.6079443,-111.7220161
543,Safeway,33.6096111,-111.7279993
544,Safeway,33.3221484,-111.8221884
545,Whole Foods Market,33.5063375,-112.0376785
546,Family Dollar at Topock (Golden Shore),34.7800284,-114.4811241
547,Albertsons,32.6851175,-114.6482836
548,Sprouts Farmers Market,33.317825,-111.9815234
549,Smart & Final Extra!,33.6124906,-111.9763419
550,Bashas',33.4680442,-111.685706
551,Sprouts Farmers Market,33.4736588,-111.7027161
552,Safeway,33.6415969,-112.0671304
553,Asiana Market,33.3941726,-111.8731002
554,Walmart Supercenter,34.885098,-92.11255
555,Kroger,34.879116,-92.1101223
556,Walmart Supercenter,34.5885432,-94.2258498
557,Walmart Supercenter,34.4545144,-93.0605561
558,Harvest Foods,34.6286513,-92.5687098
559,Terry's,34.7696986,-92.329459
560,Walmart Supercenter,35.2472503,-91.6872
561,Walmart Supercenter,35.1087102,-92.437388
562,Bob's Food City,34.5499204,-93.6238951
563,Family Dollar,34.5502297,-93.6243028
564,Ozark Natural Foods,36.0821802,-94.1543645
565,Harps,36.1081494,-94.1477161
566,Harp's,36.1775297,-94.2095784
567,Harp's,36.3391999,-94.1161536
568,ALDI,36.3331405,-94.135893
569,Akin's Natural Foods,36.3364258,-94.1764355
570,Marvin's Food Store,36.2562784,-94.1354915
571,Harps Food Stores,36.3869782,-94.2217834
572,10 Box,36.335559,-94.1424984
573,La Villita Supermercado,36.3312762,-94.126699
574,Harps Grocery Store,36.2649054,-94.4795107
575,Walmart Supercenter,34.3907095,-92.8324878
576,Sav-A-Lot,35.9269615,-89.9258988
577,Hudsons,36.2359199,-93.1067267
578,Edwards,36.2298551,-93.0987283
579,Walmart Neighborhood Market,36.2955619,-94.185901
580,Walmart Supercenter,35.2178954,-93.1664602
581,Family Dollar,35.2091828,-90.2033703
582,Walmart Supercenter,35.1687925,-92.7265966
583,Dollar General,34.6269402,-92.4175897
584,Dollar General,35.2674088,-91.1989874
585,Dollar General,35.6972446,-89.974011
586,Walmart,35.6966564,-89.9840746
587,Walmart Supercenter,35.931083,-89.872175
588,Family Dollar,36.0521382,-90.488966
589,Dollar General,34.5493546,-93.6248122
590,Walmart Supercenter,35.8160079,-90.7343835
591,Walmart Supercenter,34.291348,-92.397163
592,Walmart Supercenter,34.809468,-92.485983
593,Walmart Supercenter,34.8318653,-92.3942574
594,Piggly Wiggly,33.6243729,-91.7908756
595,Sav-A-Lot,33.630536,-91.7964234
596,Harps Food Store,36.4768761,-94.2470203
597,Walmart Supercenter,34.5555728,-90.6506285
598,Price Chopper,36.3164315,-91.4849868
599,GameStop,34.8295314,-92.3911646
600,Wal-Mart Tire & Lube,34.8312736,-92.3950733
601,Kroger,34.8477569,-92.4082058
602,Albertsons Grocery,33.459194,-94.0418918
603,Kroger,34.7978711,-92.2358167
604,Lewis Grocery and Ryan`s Deli,35.8287565,-92.5594283
605,Bill's Fresh Market,35.7915339,-90.6706524
606,Kroger,34.7695692,-92.3352108
607,Edwards Food Giant,34.7706511,-92.3573175
608,Walmart Supercenter,35.2207257,-94.2966903
609,Edwards Food Giant,34.6688291,-92.3615279
610,Walmart Supercenter,35.4487479,-93.4604149
611,Walmart Neighborhood Market,36.389152,-94.219316
612,Tobacco store,33.6107216,-91.3814912
613,Walmart Supercenter,33.6355608,-91.8049195
614,Hart's Family Center,36.3925677,-93.7364572
